run_uid,configuration_uid,stress_max_producers,stress_expected_throughput_gbps,stress_min_throughput,stress_max_throughput,num_consumers,replication_factor,soak_num_producers,soak_expected_throughput_gbps,soak_min_throughput,soak_max_throughput,soak_average_throughput
run_D65CEF,82E7CF,4,2.4,0.5940407952000055,2.263947796000049,6,5,4,2.4,1.6042752537600344,2.2457068961600415,2.088387743059619
run_D65CEF,526987,5,3.0,0.6000310592000067,2.937751852800044,1,5,5,3.0,2.421966408640036,2.945192219840044,2.745701128765041
run_D65CEF,2AE8FE,16,9.6,5.184332853598977,9.139757160799606,6,1,15,9.0,7.108183954398325,8.73822488559936,8.249978927277816
run_D65CEF,FBEC32,17,10.2,5.235864491198911,9.443885436799752,1,1,16,9.6,8.96170192383945,9.210594667039606,9.092244574287534
run_D65CEF,1DC1AB,7,4.2,0.5982410024000048,3.8084486103997923,6,3,7,4.2,2.9406858028800595,3.923294275839731,3.482853134772866
run_D65CEF,1D6FA0,10,6.0,0.600031059200007,5.283274399198886,1,3,10,6.0,4.450673326239391,5.5913295958387,5.232609399848918
